id,name,card,date,amount,merchant,category
1,Robert Johnson,3517111172421930,2018-02-22 01:15:43,12.35,Perry and Sons,bar
1,Robert Johnson,3517111172421930,2018-02-26 03:56:40,2.38,Fowler and Sons,food truck
1,Robert Johnson,3517111172421930,2018-02-28 00:50:21,10.21,Smith PLC,bar
1,Robert Johnson,3517111172421930,2018-03-03 02:05:51,3.49,Armstrong PLC,food truck
1,Robert Johnson,3517111172421930,2018-03-09 00:31:16,3.63,Miller-Blevins,pub
1,Robert Johnson,3517111172421930,2018-03-13 03:50:55,2.97,"Walker, Deleon and Wolf",restaurant
1,Robert Johnson,3517111172421930,2018-03-31 00:50:30,11.53,Kidd-Lopez,food truck
1,Robert Johnson,3517111172421930,2018-04-10 02:51:58,10.71,Turner Ltd,pub
1,Robert Johnson,3517111172421930,2018-06-05 04:15:21,16.47,"Young, Hull and Williams",pub
1,Robert Johnson,3517111172421930,2018-07-24 03:14:20,10.17,"Brown, Ballard and Glass",restaurant
1,Robert Johnson,3517111172421930,2018-08-07 04:19:38,14.10,Smith PLC,bar
1,Robert Johnson,3517111172421930,2018-08-18 03:12:40,20.07,"Richardson, Smith and Jordan",food truck
1,Robert Johnson,3517111172421930,2018-09-25 00:48:56,10.85,Garcia and Sons,pub
1,Robert Johnson,3517111172421930,2018-11-22 03:18:52,12.32,Hess-Fischer,food truck
1,Robert Johnson,4761049645711555811,2018-02-07 01:36:19,5.64,Reed Group,food truck
1,Robert Johnson,4761049645711555811,2018-03-24 02:22:57,11.11,Garcia PLC,food truck
1,Robert Johnson,4761049645711555811,2018-04-13 00:49:59,10.10,Clark and Sons,food truck
1,Robert Johnson,4761049645711555811,2018-09-04 01:35:39,1790.00,Wallace and Sons,coffee shop
1,Robert Johnson,4761049645711555811,2018-10-03 02:04:52,10.92,Kidd-Lopez,food truck
1,Robert Johnson,4761049645711555811,2018-10-16 04:28:49,5.13,Hamilton-Mcfarland,restaurant
1,Robert Johnson,4761049645711555811,2018-11-02 01:03:21,10.17,Perry and Sons,bar
1,Robert Johnson,4761049645711555811,2018-11-25 01:27:57,2.99,Horn Ltd,coffee shop
1,Robert Johnson,4761049645711555811,2018-11-29 04:05:12,3.23,Rodriguez-Parker,food truck
1,Robert Johnson,4761049645711555811,2018-12-20 03:22:04,14.25,Patton-Rivera,bar
2,Shane Shaffer,4866761290278198714,2018-01-06 02:16:41,1.33,"Williams, Wright and Wagner",coffee shop
2,Shane Shaffer,4866761290278198714,2018-03-06 04:01:25,4.10,"Williams, Wright and Wagner",coffee shop
2,Shane Shaffer,4866761290278198714,2018-05-06 00:05:30,12.11,"Nguyen, Bautista and Williams",pub
2,Shane Shaffer,4866761290278198714,2018-06-19 02:45:45,17.25,Rowe-Abbott,pub
2,Shane Shaffer,4866761290278198714,2018-07-01 03:34:39,10.09,Little-Floyd,pub
